1o. Agrupamento,REF PRINCIPAL,Código,Recurso,Descrição,qnt,Produto
,CBHM6000-2E SS RS/RD P700x16 M17,622788M17,025840,5 RODA - CBH/CBHM 02 EIXOS Flag Romaneio,1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
,CBHM6000-2E SS RS/RD P700x16 M17,622788M17,025048,"TAMPA TRASEIRA 1,10m (5000) CBHM (31 AGO 2012.../T7113 - 08/12...) ",1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
,CBHM6000-2E SS RS/RD P700x16 M17,622788M17,031264,"FUEIRO TRASEIRO DIREITO 1,10m [CBHM 5000 M17 ]",1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
,CBHM6000-2E SS RS/RD P700x16 M17,622788M17,031265,"FUEIRO TRASEIRO ESQUERDO 1,10m [CBHM 5000 M17 ]",1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
,CBHM6000-2E SS RS/RD P700x16 M17,622788M17,031396,KIT EMBALAGEM - CBHM,1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
,,622760M19,031197,"CAÇAMBA SIMPLES CBH6,0 - 02 EIXOS RS/RD M19 ABERTURA LATERAL  Flag Romaneio",1,
,,622760M19,031230,FECHAM. DIANT. SUPERIOR M18 - CBH (M18) -  Flag Romaneio,1,
,,622760M19,030732,TAMPA LATERAL INFERIOR LD - CBH 6 AB LATERAL (M17)  Flag Romaneio,1,
,,622760M19,030587,TAMPA LATERAL SUPERIOR - CBH 6 (M17)  Flag Romaneio,2,
,,622760M19,031228,TAMPA TRASEIRA (ABERT. LATERAL) - CBH M18 -  Flag Romaneio,1,
,,622760M19,031289,FUEIRO LAD DIREITO - CBH (M18) ABERTURA LAT. -  Flag Romaneio,1,
,,622760M19,031290,FUEIRO LAD ESQUERDO - CBH (M18) ABERTURA LAT. -  Flag Romaneio,1,
,,622760M19,029520,"ESPAÇADOR - CBH 6,0 RS/TANDEM ABERTURA LAT  Flag Romaneio",1,
,,622760M19,030599,TAMPA LATERAL INFERIOR LE (FECHO RÁPIDO) - CBH(M16) 6 TON ABERTURA LAT.  Flag Romaneio,1,
,,622760M19,030468 ,EIXO DIANT COMPLETO SS (6000) CBH 2 EIXOS (M17) Flag Romaneio,1,
,,622760M19,030467 ,EIXO TRASEIRO COMPLETO SS RD (M17) CBH 6 Flag Romaneio,1,
,,622760M19,030493 ,"CHASSI - CBH/CBHM - 6,0T - 2E - RS/RD Flag Romaneio",1,
,,622760M19,023589 ,"ICAMENTO COMPLETO S/F CBH/CBHM/FTC 6,0T Flag Romaneio",1,
,,622760M19,025840 ,5 RODA - CBH/CBHM 02 EIXOS Flag Romaneio,1,
,,622760M19,031394 ,KIT EMBALAGEM - CBH,1,
,F6 CS RS/RS P P700(R) M21,622797M21,025898 ,EIXO DIANT/TRAS COMPLETO C/M - F6 M14 Flag Romaneio,2,Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 45 - C/ MOLAS + PNEUS 700(R) - Freios não Incluídos
,F6 CS RS/RS P P700(R) M21,622797M21,029656 ,FEIXE DE MOLAS 12 LAMINAS - CARRETA ER6 Flag Romaneio,4,Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 45 - C/ MOLAS + PNEUS 700(R) - Freios não Incluídos
,F6 CS RS/RS P P700(R) M21,622797M21,029989 ,5ª RODA - CARRETA F4/6 M17 Flag Romaneio,1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 45 - C/ MOLAS + PNEUS 700(R) - Freios não Incluídos
,F6 CS RS/RS P P700(R) M21,622797M21,462184 ,ICAMENTO COMPLETO S/F (M98) F4/6 Flag Romaneio,1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 45 - C/ MOLAS + PNEUS 700(R) - Freios não Incluídos
,F6 CS RS/RS P P700(R) M21,622797M21,029668 ,CHASSI SIMPLES C/MOLA - CARRETA F6 M17 Flag Romaneio,1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 45 - C/ MOLAS + PNEUS 700(R) - Freios não Incluídos
,F6 CS RS/RS P P700(R) M21,622797M21,032085 ,"PLATAFORMA PISO MAD 4,00M M20_CARRETA F6 M17",1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 45 - C/ MOLAS + PNEUS 700(R) - Freios não Incluídos
,F6 CS RS/RS P P700(R) M21,622797M21,031019 ,"GRADE TRASEIRA ALT45 - S3,20/4,0MD Flag Romaneio",1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 45 - C/ MOLAS + PNEUS 700(R) - Freios não Incluídos
,F6 CS RS/RS P P700(R) M21,622797M21,031021 ,"GRADE LATERAL ALT45 - S4,0MD Flag Romaneio",2,Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 45 - C/ MOLAS + PNEUS 700(R) - Freios não Incluídos
,F6 CS RS/RS P P700(R) M21,622797M21,031025 ,"GRADE DIANTEIRA (GIGANTE) - S3,2/S4,0M Flag Romaneio",1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 45 - C/ MOLAS + PNEUS 700(R) - Freios não Incluídos
,F6 CS RS/RS P P700(R) M21,622797M21,031395 ,KIT EMBALAGEM - F/FA,1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos – ALT 45 - C/ MOLAS + PNEUS 700(R) - Freios não Incluídos
,,622908M17,612340 ,"TA4,3 (M98) TANQUE 4300L (C/ESCADA E GRADIL) Flag Romaneio",1,
,,622908M17,030944,"TANQUE 4300L SIMPL C/ESC E GRADIL (M98) TA4,3 -  Flag Romaneio",1,
,,622908M17,610060M17 ,"F4SSF M17 P/T4,3 e T3,5 (CHASSI COMPLETO 4T) Flag Romaneio",1,
,,622908M17,030787 ,CHASSI SIMPLES S/ MOLA F4 M17 Flag Romaneio,1,
,,622908M17,023589 ,"ICAMENTO COMPLETO S/F CBH/CBHM/FTC 6,0T Flag Romaneio",1,
,,622908M17,477620 ,EIXO DIANT COMPL SS CUBO FORJ(00) (M98) F4 Flag Romaneio,1,
,,622908M17,477783 ,EIXO BALAN COMPL SS CUBO FORJ(00) (M98)F4 Flag Romaneio,1,
,,622908M17,488732 ,PLATAFORMA P/BOMBA ANDRADE - CHASSI F4/6-FAFB Flag Romaneio,1,
,,622908M17,010212 ,KIT SUPORTES P/ KIT CONTRA INCENDIO - TANQUES Flag Romaneio,1,
,,622743M20,031723,"CAÇAMBA SIMPLES CBH5,0 USO GERAL TRS - 01 EIXO (M19)  Flag Romaneio",1,
,,622743M20,031669,TAMPA TRASEIRA USO GERAL (M19) CBH  Flag Romaneio,1,
,,622743M20,031691,SUPORTE DA TAMPA LE () _ CBH USO GERAL (M20) CxAcess,1,
,,622743M20,031692,SUPORTE DA TAMPA LD () _ CBH USO GERAL (M20) CxAcess,1,
,,622743M20,030588 ,CHASSI COMPLETO SS M17 (3500/4500/5000/8000) CBHM/CBH 4T Flag Romaneio,1,
,,622743M20,460576 ,EIXO COMPLETO SS RD (5000) CBHM Flag Romaneio,1,
,,622743M20,031394 ,KIT EMBALAGEM - CBH,1,
,F4 SS RS/RS P P700(R) M21,622794M21,030787 ,CHASSI SIMPLES S/ MOLA F4 M17 Flag Romaneio,1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 45 - C/ PNEUS 700(R) - Molas e Freios não Incluídos
,F4 SS RS/RS P P700(R) M21,622794M21,462184 ,ICAMENTO COMPLETO S/F (M98) F4/6 Flag Romaneio,1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 45 - C/ PNEUS 700(R) - Molas e Freios não Incluídos
,F4 SS RS/RS P P700(R) M21,622794M21,477620 ,EIXO DIANT COMPL SS CUBO FORJ(00) (M98) F4 Flag Romaneio,1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 45 - C/ PNEUS 700(R) - Molas e Freios não Incluídos
,F4 SS RS/RS P P700(R) M21,622794M21,477783 ,EIXO BALAN COMPL SS CUBO FORJ(00) (M98)F4 Flag Romaneio,1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 45 - C/ PNEUS 700(R) - Molas e Freios não Incluídos
,F4 SS RS/RS P P700(R) M21,622794M21,622416 ,"S3,2MD (CARROCERIA DE MADEIRA 3,20X1,90X0,45M) Flag Romaneio",1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 45 - C/ PNEUS 700(R) - Molas e Freios não Incluídos
,F4 SS RS/RS P P700(R) M21,622794M21,032086 ,"PLATAFORMA PISO MAD 3,20M M20_CARRETA F4 M17",1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 45 - C/ PNEUS 700(R) - Molas e Freios não Incluídos
,F4 SS RS/RS P P700(R) M21,622794M21,031019 ,"GRADE TRASEIRA ALT45 - S3,20/4,0MD Flag Romaneio",1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 45 - C/ PNEUS 700(R) - Molas e Freios não Incluídos
,F4 SS RS/RS P P700(R) M21,622794M21,031035 ,"GRADE LATERAL ALT45 - S3,20MD Flag Romaneio",2,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 45 - C/ PNEUS 700(R) - Molas e Freios não Incluídos
,F4 SS RS/RS P P700(R) M21,622794M21,031025 ,"GRADE DIANTEIRA (GIGANTE) - S3,2/S4,0M Flag Romaneio",1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 45 - C/ PNEUS 700(R) - Molas e Freios não Incluídos
,F4 SS RS/RS P P700(R) M21,622794M21,031395 ,KIT EMBALAGEM - F/FA,1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 45 - C/ PNEUS 700(R) - Molas e Freios não Incluídos
,,622902M19,030943,"TANQUE 6500L C/ ESC E GRADIL (M98) T6,5 -  Flag Romaneio",1,
,,622902M19,030788 ,CHASSI SIMPLES SEM MOLA F6 SS M17 Flag Romaneio,1,
,,622902M19,023589 ,"ICAMENTO COMPLETO S/F CBH/CBHM/FTC 6,0T Flag Romaneio",1,
,,622902M19,477114 ,EIXO BALANC COMPL SS (M98)F6 Flag Romaneio,1,
,,622902M19,477989 ,EIXO DIANT COMPL SS CUBO FORJ(00) (M98)F6 Flag Romaneio,1,
,,622902M19,488732 ,PLATAFORMA P/BOMBA ANDRADE - CHASSI F4/6-FAFB Flag Romaneio,1,
,,622902M19,010212 ,KIT SUPORTES P/ KIT CONTRA INCENDIO - TANQUES,1,
,,622902M19,031699 ,KIT COM BOMBA PARA TANQUE 6500 Flag Romaneio,1,
,CBH7 FO SS RD P700(R) M21,622909M21,031374,"CAÇAMBA SIMPLES CBH6,0 - 01 EIXO M19 ABERTURA LATERAL  Flag Romaneio",1,Carreta Hidráulica 7t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBH7 FO SS RD P700(R) M21,622909M21,031230,FECHAMENTO DIANTEIRO SUPERIOR [CBH M19 ] Flag Romaneio,1,Carreta Hidráulica 7t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBH7 FO SS RD P700(R) M21,622909M21,030732,TAMPA LATERAL INFERIOR LD - CBH 6 AB LATERAL (M17)  Flag Romaneio,1,Carreta Hidráulica 7t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBH7 FO SS RD P700(R) M21,622909M21,030587,TAMPA LATERAL SUPERIOR - CBH 6 (M17)  Flag Romaneio,2,Carreta Hidráulica 7t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBH7 FO SS RD P700(R) M21,622909M21,031228,TAMPA TRASEIRA (ABERT. LATERAL) - CBH M18 -  Flag Romaneio,1,Carreta Hidráulica 7t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBH7 FO SS RD P700(R) M21,622909M21,031289,FUEIRO LAD DIREITO - CBH (M18) ABERTURA LAT. -  Flag Romaneio,1,Carreta Hidráulica 7t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBH7 FO SS RD P700(R) M21,622909M21,031290,FUEIRO LAD ESQUERDO - CBH (M18) ABERTURA LAT. -  Flag Romaneio,1,Carreta Hidráulica 7t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBH7 FO SS RD P700(R) M21,622909M21,029520,"ESPAÇADOR - CBH 6,0 RS/TANDEM ABERTURA LAT  Flag Romaneio",1,Carreta Hidráulica 7t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBH7 FO SS RD P700(R) M21,622909M21,030599,TAMPA LATERAL INFERIOR LE (FECHO RÁPIDO) - CBH(M16) 6 TON ABERTURA LAT.  Flag Romaneio,1,Carreta Hidráulica 7t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBH7 FO SS RD P700(R) M21,622909M21,455600 ,TAMPA CUBO - RODAGEM F6/FA/CBHM,2,Carreta Hidráulica 7t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBH7 FO SS RD P700(R) M21,622909M21,025658 ,EIXO SIMPLES SS CBHM6000/CBH6 (NOV13...),1,Carreta Hidráulica 7t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBH7 FO SS RD P700(R) M21,622909M21,030423 ,CHASSI SIMPLES SS CBHM/CBH 6T 01 EIXO,1,Carreta Hidráulica 7t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBH7 FO SS RD P700(R) M21,622909M21,268501 ,PNEU RODOV. 700X16 CT52 10 Pr - 10 LONAS,4,Carreta Hidráulica 7t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBH7 FO SS RD P700(R) M21,622909M21,031394 ,KIT EMBALAGEM - CBH,1,Carreta Hidráulica 7t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos
,,622910 ,032260,PLATAFORMA CBHL 6000 ,1,
,,622910 ,032244,"FUEIRO DIANTEIRO DIREITO 0,9m  _ CBHL 6000",1,
,,622910 ,032250,"FUEIRO TRASEIRO ESQUERDO 1,10m  _ CBHL 6000",1,
,,622910 ,032248,TAMPA LATERAL (SUP)  - CBHL 6000,2,
,,622910 ,032252,TAMPA LATERAL (INF) - CBHL 6000,1,
,,622910 ,032270,TAMPA AUXILIAR _ CBHL 6000 ,1,
,,622910 ,032047,"TAMPA TRASEIRA 1,10m () _ CBHM 5000 M20",1,
,,622910 ,032346 ,CHASSI CS - CBHL 6000 - COMBOIO ENGATE RAPIDO,1,
,,622910 ,032309 ,5ª RODA C/ MOLA - CBHL 6000,1,
,,622910 ,440036 ,FEIXE/CONTRA FEIXE - ROD P4,2,
,,622910 ,025880 ,IÇAMENTO COMPLETO S/FREIO CARR MELÃO (M14),1,
,,622910 ,032342 ,EIXO COMPLETO CS CBHL 6000,4,
,,622773M20,030377,TAMPA LATERAL INFERIOR - CBH (M17)  Flag Romaneio,1,
,,622773M20,032055,"FUEIRO TRASEIRO FORR LADO DIREITO M20 _ CBH 5,0  Flag Romaneio",1,
,,622773M20,032061,"FUEIRO TRASEIRO FORR LADO ESQUERDO M20 _ CBH 5,0 ",1,
,,622773M20,031723,"CAÇAMBA SIMPLES CBH5,0 USO GERAL TRS - 01 EIXO (M19)  Flag Romaneio",2,
,,622773M20,032035,"TAMPA TRASEIRA FORR () _ CBH 5,0T FORR M20 Flag Romaneio",1,
,,622773M20,024030 ,CHASSI SIMPLES CBHF (M13) Flag Romaneio,1,
,,622773M20,024480 ,EIXO COMPL BAL TANDEM CBH/CBHM 4TON Flag Romaneio,1,
,,622773M20,031737 ,SUPORTE EIXO BALANCIM TANDEM - CBH/CBHM 4TON M20 Flag Romaneio,1,
,,622773M20,031880 ,ICAMENTO COMPLETO S/FREIO - CBHF (M13) Flag Romaneio,1,
,,622773M20,031394 ,KIT EMBALAGEM - CBH,2,
,,622773M20,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,
,CBH6R FO SS T M21,622595M21,031401,"TAMPA LATERAL INFERIOR LE ""ABERTURA LATERAL"" [CBH5,0 M21 ] Flag Romaneio",1,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos"
,CBH6R FO SS T M21,622595M21,031289,FUEIRO LAD DIREITO - CBH (M18) ABERTURA LAT. -  Flag Romaneio,1,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos"
,CBH6R FO SS T M21,622595M21,031230,FECHAMENTO DIANTEIRO SUPERIOR [CBH M19 ] Flag Romaneio,1,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos"
,CBH6R FO SS T M21,622595M21,030378,TAMPA LAT SUP - TAMPA LATERAL - CBH (M17)  Flag Romaneio,2,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos"
,CBH6R FO SS T M21,622595M21,031518,"CAÇAMBA SIMPLES CBH6,0 7M³ M19 ABERTURA LATERAL -  Flag Romaneio",1,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos"
,CBH6R FO SS T M21,622595M21,031228,TAMPA TRASEIRA (ABERT. LATERAL) - CBH M18 -  Flag Romaneio,1,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos"
,CBH6R FO SS T M21,622595M21,031290,FUEIRO LAD ESQUERDO - CBH (M18) ABERTURA LAT. -  Flag Romaneio,1,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos"
,CBH6R FO SS T M21,622595M21,031422,"TAMPA LATERAL INFERIOR LD ""ABERTURA LATERAL"" [CBH5,0 M21 ] Flag Romaneio",1,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos"
,CBH6R FO SS T M21,622595M21,029520,"ESPAÇADOR - CBH 6,0 RS/TANDEM ABERTURA LAT  Flag Romaneio",1,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos"
,CBH6R FO SS T M21,622595M21,031516 ,"CHASSI SIMPLES SS M19 - CBH6,0T 7M³",1,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos"
,CBH6R FO SS T M21,622595M21,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos"
,CBH6R FO SS T M21,622595M21,024776 ,EIXO COMPL BAL TANDEM CBHM (6000/10000) Flag Romaneio,2,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos"
,CBH6R FO SS T M21,622595M21,031755 ,SUPORTE EIXO BALANCIM TANDEM - CBH/CBHM 6T M20,1,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos"
,CBH6R FO SS T M21,622595M21,031394 ,KIT EMBALAGEM - CBH,1,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem – FORRAGEIRA - Molas, Freios e Pneus não Incluídos"
,,622333M19,031374,"CAÇAMBA SIMPLES CBH6,0 - 01 EIXO M19 ABERTURA LATERAL  Flag Romaneio",1,
,,622333M19,031230,FECHAMENTO DIANTEIRO SUPERIOR [CBH M19 ] Flag Romaneio,1,
,,622333M19,030732,TAMPA LATERAL INFERIOR LD - CBH 6 AB LATERAL (M17)  Flag Romaneio,1,
,,622333M19,030587,TAMPA LATERAL SUPERIOR - CBH 6 (M17)  Flag Romaneio,2,
,,622333M19,031228,TAMPA TRASEIRA (ABERT. LATERAL) - CBH M18 -  Flag Romaneio,1,
,,622333M19,031289,FUEIRO LAD DIREITO - CBH (M18) ABERTURA LAT. -  Flag Romaneio,1,
,,622333M19,031290,FUEIRO LAD ESQUERDO - CBH (M18) ABERTURA LAT. -  Flag Romaneio,1,
,,622333M19,029520,"ESPAÇADOR - CBH 6,0 RS/TANDEM ABERTURA LAT  Flag Romaneio",1,
,,622333M19,030599,TAMPA LATERAL INFERIOR LE (FECHO RÁPIDO) - CBH(M16) 6 TON ABERTURA LAT.  Flag Romaneio,1,
,,622333M19,479937 ,EIXO COMPL SS (6000) CBHM Flag Romaneio,1,
,,622333M19,030423 ,CHASSI SIMPLES SS CBHM/CBH 6T 01 EIXO,1,
,,622333M19,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,
,,622333M19,031394 ,KIT EMBALAGEM - CBH,1,
,F4 CS RS/RS G M21,622445M21,440000 ,FEIXE MOLA(8 LAM) - ROD U/F4 Flag Romaneio,4,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos
,F4 CS RS/RS G M21,622445M21,462184 ,ICAMENTO COMPLETO S/F (M98) F4/6 Flag Romaneio,1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos
,F4 CS RS/RS G M21,622445M21,029989 ,5ª RODA - CARRETA F4/6 M17 Flag Romaneio,1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos
,F4 CS RS/RS G M21,622445M21,025910 ,EIXO DIANT/TRAS COMPL CS (M14) F4 Flag Romaneio,2,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos
,F4 CS RS/RS G M21,622445M21,029945 ,CHASSI SIMPLES 4T ER4CS/CC Flag Romaneio,1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos
,F4 CS RS/RS G M21,622445M21,032086 ,"PLATAFORMA PISO MAD 3,20M M20_CARRETA F4 M17",1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos
,F4 CS RS/RS G M21,622445M21,031035 ,"GRADE LATERAL ALT45 - S3,20MD Flag Romaneio",2,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos
,F4 CS RS/RS G M21,622445M21,031057 ,"GRADE DIANTEIRA (GIGANTE) GRANELEIRO - G3,20/4,0MD Flag Romaneio",1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos
,F4 CS RS/RS G M21,622445M21,031058 ,"GRADE TRASEIRA INFERIOR - G4,0MD Flag Romaneio",1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos
,F4 CS RS/RS G M21,622445M21,031054 ,"GRADE LATERAL INFERIOR ALT45 - G3,20MD",2,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos
,F4 CS RS/RS G M21,622445M21,031063 ,"GRADE TRASEIRA SUPERIOR ALT45 - G3,20/4,0MD Flag Romaneio",1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos
,F4 CS RS/RS G M21,622445M21,031395 ,KIT EMBALAGEM - F/FA,1,Carreta Madeira Fixa 4t RS/RS de 2 Eixos – ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,025840 ,5 RODA - CBH/CBHM 02 EIXOS Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,032324 ,"CHASSI COMPLETO CBH / CBHM 02 EIXOS 6,0T Flag Romaneio",1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,460576 ,EIXO COMPLETO SS RD (5000) CBHM Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,025860 ,EIXO DIANT COMPL SS (6000) M14 CBHM 02 EIXOS Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,023589 ,"ICAMENTO COMPLETO S/F CBH/CBHM/FTC 6,0T Flag Romaneio",1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,031249,FUEIRO CENTRAL LD TUBULAR CBHM 10.000 -  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,031236,FUEIRO CENTRAL LE TUBULAR CBHM 10.000 -  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,031253,FUEIRO DIANTEIRO DIREITO - CBHM 8000/10000 -  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,031252,FUEIRO DIANTEIRO ESQUERDO - CBHM 8000/10000 -  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,031266,FUEIRO TRAS DIREITO - CBHM 8000/10000 -  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,031267,FUEIRO TRAS ESQUERDO - CBHM 8000/10000 -  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,466621,GRADE DIANTEIRA (3500) CBHM  Flag Romaneio,5,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
