1o. Agrupamento,REF PRINCIPAL,Código,Recurso,Descrição,qnt,Produto
,CBHM10000 SS RS/RD P700(R) M17,622787M17,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM -  Flag Romaneio,5,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,460382,GRADE DIANTEIRA SUP 45CM (5000) CBHM -  Flag Romaneio,5,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,030809,PLATAFORMA CBHM 6000 02 EIXOS M17  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,030854,TAMPA TRASEIRA SIMPL M17 (10.000) CBHM  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,CBHM10000 SS RS/RD P700(R) M17,622787M17,031396 ,KIT EMBALAGEM - CBHM,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
,,622796M20,031723,"CAÇAMBA SIMPLES CBH5,0 USO GERAL TRS - 01 EIXO (M19)  Flag Romaneio",1,
,,622796M20,031669,TAMPA TRASEIRA USO GERAL (M19) CBH  Flag Romaneio,1,
,,622796M20,030637 ,CHASSI CS M17 (3500/4500/5000/8000) CBHM/CBH 4T Flag Romaneio,1,
,,622796M20,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,
,,622796M20,460722 ,EIXO COMPLETO CS RD (5000) CBHM Flag Romaneio,1,
,,622796M20,031394 ,KIT EMBALAGEM - CBH,1,
,CBHM5000 GR SS RD P700(R) M17,622747M17,030347 ,CHASSI SS M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBHM5000 GR SS RD P700(R) M17,622747M17,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBHM5000 GR SS RD P700(R) M17,622747M17,031265,"FUEIRO TRASEIRO ESQUERDO 1,10m [CBHM 5000 M17 ] Flag Romaneio",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBHM5000 GR SS RD P700(R) M17,622747M17,025048,"TAMPA TRASEIRA 1,10m (5000) CBHM (31 AGO 2012.../T7113-08/12...)  Flag Romaneio",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBHM5000 GR SS RD P700(R) M17,622747M17,460382,GRADE DIANTEIRA SUP 45CM (5000) CBHM -  Flag Romaneio,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBHM5000 GR SS RD P700(R) M17,622747M17,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM -  Flag Romaneio,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBHM5000 GR SS RD P700(R) M17,622747M17,025617 ,EIXO SIMPLES SS CBHM5000/CBH4 (NOV13...),1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBHM5000 GR SS RD P700(R) M17,622747M17,493181,GRADE LATERAL SUP (4500) CBHM  Flag Romaneio,2,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBHM5000 GR SS RD P700(R) M17,622747M17,493193,GRADE LATERAL INF (4500) CBHM  Flag Romaneio,2,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBHM5000 GR SS RD P700(R) M17,622747M17,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90m CBHM 4500  Flag Romaneio",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBHM5000 GR SS RD P700(R) M17,622747M17,031255,"FUEIRO DIANTEIRO DIREITO 0,90m CBHM 4500  Flag Romaneio",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBHM5000 GR SS RD P700(R) M17,622747M17,031264,"FUEIRO TRASEIRO DIREITO 1,10m [CBHM 5000 M17 ] Flag Romaneio",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ PNEUS - Molas e Freios não Incluídos
,CBHM5000 GR SS RD P700(R) M17,622747M17,031396 ,KIT EMBALAGEM - CBHM,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ PNEUS - Molas e Freios não Incluídos
,,622744M20,031701,"CAÇAMBA SIMPLES CBH6,0 USO GERAL C/TRASEIRA SIMPLES - 01 EIXO (M19)  Flag Romaneio",1,
,,622744M20,031669,TAMPA TRASEIRA USO GERAL (M19) CBH  Flag Romaneio,1,
,,622744M20,479937 ,EIXO COMPL SS (6000) CBHM Flag Romaneio,1,
,,622744M20,030423 ,CHASSI SIMPLES SS CBHM/CBH 6T 01 EIXO,1,
,,622744M20,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,
,,622744M20,030389 ,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,
,,622744M20,031394 ,KIT EMBALAGEM - CBH,1,
,,622898M20VJ,030423 ,CHASSI SIMPLES SS CBHM/CBH 6T 01 EIXO,1,
,,622898M20VJ,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,
,,622898M20VJ,030389 ,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,
,,622898M20VJ,031374VJ ,"CAÇAMBA SIMPLES CBH6,0 - 01 EIXO M19 ABERTURA LATERAL VERDE Flag Romaneio",1,
,,622898M20VJ,031230VJ ,FECHAMENTO DIANTEIRO SUPERIOR [CBH M19 VERDE] Flag Romaneio,1,
,,622898M20VJ,030732VJ ,TAMPA LATERAL INFERIOR LD - CBH 6 AB LATERAL (M17) VERDE Flag Romaneio,1,
,,622898M20VJ,030587VJ ,TAMPA LATERAL SUPERIOR - CBH 6 (M17) VERDE Flag Romaneio,2,
,,622898M20VJ,031228VJ ,TAMPA TRASEIRA (ABERT. LATERAL) - CBH M18 - VERDE Flag Romaneio,1,
,,622898M20VJ,031289VJ ,FUEIRO LAD DIREITO - CBH (M18) ABERTURA LAT. - VERDE Flag Romaneio,1,
,,622898M20VJ,031290VJ ,FUEIRO LAD ESQUERDO - CBH (M18) ABERTURA LAT. - VERDE Flag Romaneio,1,
,,622898M20VJ,030599VJ ,TAMPA LATERAL INFERIOR LE (FECHO RÁPIDO) - CBH(M16) 6 TON ABERTURA LAT. VERDE Flag Romaneio,1,
,,622898M20VJ,024776 ,EIXO COMPL BAL TANDEM CBHM (6000/10000) Flag Romaneio,2,
,,622898M20VJ,031755 ,SUPORTE EIXO BALANCIM TANDEM - CBH/CBHM 6T M20,1,
,,622898M20VJ,031394 ,KIT EMBALAGEM - CBH,1,
,,622857M17,612339 ,"TA6,5 (M98) TANQUE 6500L (C/ESCADA E GRADIL) Flag Romaneio",1,
,,622857M17,030788 ,CHASSI SIMPLES SEM MOLA F6 SS M17 Flag Romaneio,1,
,,622857M17,023589 ,"ICAMENTO COMPLETO S/F CBH/CBHM/FTC 6,0T Flag Romaneio",2,
,,622857M17,477114 ,EIXO BALANC COMPL SS (M98)F6 Flag Romaneio,1,
,,622857M17,477989 ,EIXO DIANT COMPL SS CUBO FORJ(00) (M98)F6 Flag Romaneio,1,
,,622857M17,488732 ,PLATAFORMA P/BOMBA ANDRADE - CHASSI F4/6-FAFB Flag Romaneio,1,
,CBH5 FO SS RD MM M21,622819M21,030378,TAMPA LAT SUP - TAMPA LATERAL - CBH (M17)  Flag Romaneio,2,"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo – FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
,CBH5 FO SS RD MM M21,622819M21,031228,TAMPA TRASEIRA (ABERT. LATERAL) - CBH M18 -  Flag Romaneio,1,"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo – FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
,CBH5 FO SS RD MM M21,622819M21,031401,"TAMPA LATERAL INFERIOR LE (FECHO RÁPIDO) - CBH4,0 TON M19 ABERTURA LAT. -  Flag Romaneio",1,"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo – FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
,CBH5 FO SS RD MM M21,622819M21,031422,"TAMPA LATERAL INFERIOR LD - CBH4,0T ABERT. LATERAL M19 -  Flag Romaneio",1,"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo – FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
,CBH5 FO SS RD MM M21,622819M21,032055,"FUEIRO TRASEIRO FORR LADO DIREITO M20 _ CBH 5,0  Flag Romaneio",1,"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo – FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
,CBH5 FO SS RD MM M21,622819M21,032061,"FUEIRO TRASEIRO FORR LADO ESQUERDO M20 _ CBH 5,0  Flag Romaneio",1,"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo – FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
,CBH5 FO SS RD MM M21,622819M21,032361,"CAÇAMBA SIMPLES ""ABERTURA LATERAL"" [CBH5,0 M21 ] Flag Romaneio",1,"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo – FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
,CBH5 FO SS RD MM M21,622819M21,032366,"TAMPA TRASEIRA ""USO GERAL"" [CBH M21 ]",1,"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo – FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
,CBH5 FO SS RD MM M21,622819M21,030347 ,CHASSI SS M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo – FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
,CBH5 FO SS RD MM M21,622819M21,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo – FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
,CBH5 FO SS RD MM M21,622819M21,030389 ,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo – FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
,CBH5 FO SS RD MM M21,622819M21,460576 ,EIXO COMPLETO SS RD (5000) CBHM Flag Romaneio,1,"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo – FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
,CBH5 FO SS RD MM M21,622819M21,031394 ,KIT EMBALAGEM - CBH,1,"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo – FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
,,622914M21,032361,"CAÇAMBA SIMPLES ""ABERTURA LATERAL"" [CBH5,0 M21 ] Flag Romaneio",1,
,,622914M21,031401,"TAMPA LATERAL INFERIOR LE (FECHO RÁPIDO) - CBH4,0 TON M19 ABERTURA LAT. -  Flag Romaneio",1,
,,622914M21,031422,"TAMPA LATERAL INFERIOR LD - CBH4,0T ABERT. LATERAL M19 -  Flag Romaneio",1,
,,622914M21,032055,"FUEIRO TRASEIRO FORR LADO DIREITO M20 _ CBH 5,0  Flag Romaneio",1,
,,622914M21,032061,"FUEIRO TRASEIRO FORR LADO ESQUERDO M20 _ CBH 5,0  Flag Romaneio",1,
,,622914M21,031228,TAMPA TRASEIRA (ABERT. LATERAL) - CBH M18 -  Flag Romaneio,1,
,,622914M21,030347 ,CHASSI SS M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,
,,622914M21,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,
,,622914M21,030389 ,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,
,,622914M21,460576 ,EIXO COMPLETO SS RD (5000) CBHM Flag Romaneio,1,
,,622914M21,031394 ,KIT EMBALAGEM - CBH,1,
,FA4 SS RS P M20,622648M20,436008 ,"EIXO COMPLETO SS RS (M98) FA3,5/4 FB Flag Romaneio",1,"Carreta Madeira Fixa 4t RS de 1 Eixo – ALT 45 - Molas, Freios e Pneus não Incluídos"
,FA4 SS RS P M20,622648M20,463061 ,ICAMENTO COMPL S/F (M98) (APÓS JUNHO 2013) FAFB Flag Romaneio,1,"Carreta Madeira Fixa 4t RS de 1 Eixo – ALT 45 - Molas, Freios e Pneus não Incluídos"
,FA4 SS RS P M20,622648M20,031780 ,CHASSI FA4 SS FIXO (M20) Flag Romaneio,1,"Carreta Madeira Fixa 4t RS de 1 Eixo – ALT 45 - Molas, Freios e Pneus não Incluídos"
,FA4 SS RS P M20,622648M20,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,"Carreta Madeira Fixa 4t RS de 1 Eixo – ALT 45 - Molas, Freios e Pneus não Incluídos"
,FA4 SS RS P M20,622648M20,032086 ,"PLATAFORMA PISO MAD 3,20M M20_CARRETA F4 M17",1,"Carreta Madeira Fixa 4t RS de 1 Eixo – ALT 45 - Molas, Freios e Pneus não Incluídos"
,FA4 SS RS P M20,622648M20,031019 ,"GRADE TRASEIRA ALT45 - S3,20/4,0MD Flag Romaneio",1,"Carreta Madeira Fixa 4t RS de 1 Eixo – ALT 45 - Molas, Freios e Pneus não Incluídos"
,FA4 SS RS P M20,622648M20,031035 ,"GRADE LATERAL ALT45 - S3,20MD Flag Romaneio",2,"Carreta Madeira Fixa 4t RS de 1 Eixo – ALT 45 - Molas, Freios e Pneus não Incluídos"
,FA4 SS RS P M20,622648M20,031025 ,"GRADE DIANTEIRA (GIGANTE) - S3,2/S4,0M Flag Romaneio",1,"Carreta Madeira Fixa 4t RS de 1 Eixo – ALT 45 - Molas, Freios e Pneus não Incluídos"
,FA4 SS RS P M20,622648M20,031395 ,KIT EMBALAGEM - F/FA,1,"Carreta Madeira Fixa 4t RS de 1 Eixo – ALT 45 - Molas, Freios e Pneus não Incluídos"
,,617908,436008 ,"EIXO COMPLETO SS RS (M98) FA3,5/4 FB Flag Romaneio",1,
,,617908,463061 ,ICAMENTO COMPL S/F (M98) (APÓS JUNHO 2013) FAFB Flag Romaneio,1,
,,617908,487030 ,"CHASSI S/MOLA FB (M98) FA3,5/4 Flag Romaneio",1,
,,617908,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,
,,617908,030389 ,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,
,CBHM5000 GR SC T MM P700(R) M20,622885M20,025048,"TAMPA TRASEIRA 1,10m (5000) CBHM (31 AGO 2012.../T7113-08/12...)  Flag Romaneio",1,Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 GR SC T MM P700(R) M20,622885M20,030340,PLATAFORMA M17 (3500/5000) CBHM  Flag Romaneio,1,Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 GR SC T MM P700(R) M20,622885M20,030716 ,CHASSI SC M17 (3500/4500/5000/8000) CBHM/CBH 4T Flag Romaneio,1,Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 GR SC T MM P700(R) M20,622885M20,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 GR SC T MM P700(R) M20,622885M20,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90m CBHM 4500  Flag Romaneio",1,Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 GR SC T MM P700(R) M20,622885M20,031255,"FUEIRO DIANTEIRO DIREITO 0,90m CBHM 4500  Flag Romaneio",1,Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 GR SC T MM P700(R) M20,622885M20,031264,"FUEIRO TRASEIRO DIREITO 1,10m [CBHM 5000 M17 ] Flag Romaneio",1,Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 GR SC T MM P700(R) M20,622885M20,031265,"FUEIRO TRASEIRO ESQUERDO 1,10m [CBHM 5000 M17 ] Flag Romaneio",1,Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 GR SC T MM P700(R) M20,622885M20,031778 ,SISTEMA TANDEM C/ FREIO CBHM/CBH 4T M20 Flag Romaneio,1,Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 GR SC T MM P700(R) M20,622885M20,460382,GRADE DIANTEIRA SUP 45CM (5000) CBHM -  Flag Romaneio,1,Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 GR SC T MM P700(R) M20,622885M20,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM -  Flag Romaneio,1,Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 GR SC T MM P700(R) M20,622885M20,493181,GRADE LATERAL SUP (4500) CBHM  Flag Romaneio,2,Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 GR SC T MM P700(R) M20,622885M20,493193,GRADE LATERAL INF (4500) CBHM  Flag Romaneio,2,Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 GR SC T MM P700(R) M20,622885M20,031396 ,KIT EMBALAGEM - CBHM,1,Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 CF SC RD MM P700(R) M17,622916M17,030340,PLATAFORMA M17 (3500/5000) CBHM  Flag Romaneio,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 CF SC RD MM P700(R) M17,622916M17,030716 ,CHASSI SC M17 (3500/4500/5000/8000) CBHM/CBH 4T Flag Romaneio,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 CF SC RD MM P700(R) M17,622916M17,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 CF SC RD MM P700(R) M17,622916M17,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90m CBHM 4500  Flag Romaneio",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 CF SC RD MM P700(R) M17,622916M17,031255,"FUEIRO DIANTEIRO DIREITO 0,90m CBHM 4500  Flag Romaneio",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 CF SC RD MM P700(R) M17,622916M17,031540,"TAMPA TRASEIRA 1,10m (5000) CBHM CAFEEIRA  Flag Romaneio",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 CF SC RD MM P700(R) M17,622916M17,031541,"FUEIRO TRASEIRO DIREITO 1,10m CBHM 5000 CAFEEIRA  Flag Romaneio",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 CF SC RD MM P700(R) M17,622916M17,031542,"FUEIRO TRASEIRO ESQUERDO 1,10m CBHM 5000 CAFEEIRA  Flag Romaneio",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 CF SC RD MM P700(R) M17,622916M17,460382,GRADE DIANTEIRA SUP 45CM (5000) CBHM -  Flag Romaneio,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 CF SC RD MM P700(R) M17,622916M17,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM -  Flag Romaneio,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 CF SC RD MM P700(R) M17,622916M17,464922 ,EIXO COMPLETO SC RD (5000) CBHM Flag Romaneio,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 CF SC RD MM P700(R) M17,622916M17,493181,GRADE LATERAL SUP (4500) CBHM  Flag Romaneio,2,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 CF SC RD MM P700(R) M17,622916M17,493193,GRADE LATERAL INF (4500) CBHM  Flag Romaneio,2,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,CBHM5000 CF SC RD MM P700(R) M17,622916M17,031396 ,KIT EMBALAGEM - CBHM,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 700(R) - Molas não Incluídas
,,610045M17,030787 ,CHASSI SIMPLES S/ MOLA F4 M17 Flag Romaneio,1,
,,610045M17,462184 ,ICAMENTO COMPLETO S/F (M98) F4/6 Flag Romaneio,1,
,,610045M17,477620 ,EIXO DIANT COMPL SS CUBO FORJ(00) (M98) F4 Flag Romaneio,1,
,,610045M17,477783 ,EIXO BALAN COMPL SS CUBO FORJ(00) (M98)F4 Flag Romaneio,1,
,,610045M17,484957 ,ACESSORIOS F4SS Flag Romaneio,1,
,,622881M20,031374VJ ,"CAÇAMBA SIMPLES CBH6,0 - 01 EIXO M19 ABERTURA LATERAL VERDE Flag Romaneio",1,
,,622881M20,031230VJ ,FECHAMENTO DIANTEIRO SUPERIOR [CBH M19 VERDE] Flag Romaneio,1,
,,622881M20,030732VJ ,TAMPA LATERAL INFERIOR LD - CBH 6 AB LATERAL (M17) VERDE Flag Romaneio,1,
,,622881M20,030587VJ ,TAMPA LATERAL SUPERIOR - CBH 6 (M17) VERDE Flag Romaneio,2,
,,622881M20,031228VJ ,TAMPA TRASEIRA (ABERT. LATERAL) - CBH M18 - VERDE Flag Romaneio,1,
,,622881M20,031289VJ ,FUEIRO LAD DIREITO - CBH (M18) ABERTURA LAT. - VERDE Flag Romaneio,1,
,,622881M20,031290VJ ,FUEIRO LAD ESQUERDO - CBH (M18) ABERTURA LAT. - VERDE Flag Romaneio,1,
,,622881M20,030599VJ ,TAMPA LATERAL INFERIOR LE (FECHO RÁPIDO) - CBH(M16) 6 TON ABERTURA LAT. VERDE Flag Romaneio,1,
,,622881M20,031779 ,SISTEMA TANDEM C/ FREIO CBHM/CBH 6T M20 Flag Romaneio,1,
,,622881M20,030731 ,CHASSI SIMPLES SC CBHM/CBH 6T 01 EIXO Flag Romaneio,1,
,,622881M20,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,
,,622881M20,031394 ,KIT EMBALAGEM - CBH,1,
,CBH5 UG SS RD P750(R) M21,622490M21,030347 ,CHASSI SS M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,Carreta Hidráulica 6t (4m3) RD de 1 Eixo – USO GERAL - C/ PNEUS 750(R) - Molas e Freios não Incluídos
,CBH5 UG SS RD P750(R) M21,622490M21,030383 ,MACACO COMPLETO CBHM M17 Flag Romaneio,1,Carreta Hidráulica 6t (4m3) RD de 1 Eixo – USO GERAL - C/ PNEUS 750(R) - Molas e Freios não Incluídos
,CBH5 UG SS RD P750(R) M21,622490M21,460576 ,EIXO COMPLETO SS RD (5000) CBHM Flag Romaneio,1,Carreta Hidráulica 6t (4m3) RD de 1 Eixo – USO GERAL - C/ PNEUS 750(R) - Molas e Freios não Incluídos
,CBH5 UG SS RD P750(R) M21,622490M21,032360,"CAÇAMBA SIMPLES ""USO GERAL"" [CBH5,0 M21 ] Flag Romaneio",1,Carreta Hidráulica 6t (4m3) RD de 1 Eixo – USO GERAL - C/ PNEUS 750(R) - Molas e Freios não Incluídos
,CBH5 UG SS RD P750(R) M21,622490M21,032366,"TAMPA TRASEIRA ""USO GERAL"" [CBH M21 ] Flag Romaneio",1,Carreta Hidráulica 6t (4m3) RD de 1 Eixo – USO GERAL - C/ PNEUS 750(R) - Molas e Freios não Incluídos
,CBH5 UG SS RD P750(R) M21,622490M21,032363,SUPORTE DA TAMPA LD [CBH M21 ] CxAcess,1,Carreta Hidráulica 6t (4m3) RD de 1 Eixo – USO GERAL - C/ PNEUS 750(R) - Molas e Freios não Incluídos
,CBH5 UG SS RD P750(R) M21,622490M21,032364,SUPORTE DA TAMPA LE [CBH M21 ] CxAcess,1,Carreta Hidráulica 6t (4m3) RD de 1 Eixo – USO GERAL - C/ PNEUS 750(R) - Molas e Freios não Incluídos
,CBH5 UG SS RD P750(R) M21,622490M21,031394 ,KIT EMBALAGEM - CBH,1,Carreta Hidráulica 6t (4m3) RD de 1 Eixo – USO GERAL - C/ PNEUS 750(R) - Molas e Freios não Incluídos
