carreta,codigo,desc,item_code,qt,item_description,tipo
,622339M17,"622339M17 - CBH6,0 SS 02 EIXOS M17 FORRAGEIRA ABERTURA LATERAL C/PNEUS (CARRETA BASCULANTE HIDRÁULICA 06 TONELADAS)",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622832M20,CBHM 6000 CAFEEIRA SC TANDEM M20 LARANJA - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA),214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622820M20,"622820M20 - CBH6,0 SS TANDEM M20 LARANJA - FORRAGEIRA (ABL) - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM6000 CF SC T MM M21,622832M21,CBHM 6000 CAFEEIRA SC TANDEM M21 LARANJA - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA),214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622836M17,"622836M17 - CBHM 3500 SS RS M17 LARANJA - BASE P/ ENSILADEIRA - PNEUS 750 (CARRETA BASCULANTE HIDRÁULICA 3,5T)",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM3500 SS RS M17,614968M17,"614968M17 - CBHM 3500 SS RS M17 LARANJA (CARRETA BASCULANTE HIDRÁULICA 3,5T)",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622825M20,622825M20 - CBHM 6000 CAFEEIRA SS TANDEM M20 - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA),214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM6000 UG SS T M20,619622M20,"619622M20 - CBHM 6000 SS TANDEM M20 LARANJA (CARRETA BASCULANTE HIDRÁULICA 7,0T)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6-2E FO-1M SS RS/RD P750(I) M21,,CBH6-2E FO-1M SS RS/RD P750(I) M21 - Carreta Hidráulica 6t (6m3) RS/RD de 2 Eixos - 240471 - CILINDRO TELESCÓPICO CBH 6T 10 OC NV,214108,1,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6-2E FO-1M SS RS/RD P750(I) M21,,CBH6-2E FO-1M SS RS/RD P750(I) M21 - Carreta Hidráulica 6t (6m3) RS/RD de 2 Eixos - RODA 6 FUROS TANDEM,214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622910,622910 - CBHL 6000 CS - LARANJA - COMBOIO ENGATE RÁPIDO - PNEUS 700(R) (CARRETA BASCULANTE HIDRAULICA LATERAL 5T),214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM3500 SS RS P750 M17,614969M17,"614969M17 - CBHM 3500 SS RS M17 LARANJA (3,5T) - PNEUS 750 (CARRETA BASCULANTE HIDRÁULICA 3,5 TONELADAS)",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6R FO SS T M21,622595M21,"622595M21 - CBH6,0R 7,5m³ SS TANDEM M21 LARANJA - FORRAGEIRA (ABL) (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM10000 SS RS/RD P700(R) M17,622787M17,"622787M17 - CBHM 10000 02 EIXOS SS RS/RD M17 LARANJA - PNEUS 700 (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622898M20VJ,"622898M20VJ - CBH6,0 SS TANDEM M20 VERDE - FORRAGEIRA (ABL) - PNEUS 700(R) (CARRETA BASCULANTE HIDRAULICA 6,0T)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622881M20,"622881M20VJ - CBH6,0 SC TANDEM M20 VERDE - FORRAGEIRA (ABL) - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM3500 SS RS P700(R) M17,622915M17,"622915M17 - CBHM 3500 SS RS M17 LARANJA - PNEUS 700(R) (CARRETA BASCULANTE HIDRÁULICA 3,5T)",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM60002E SS RS/RS P700(E) M17,622598M17,622598M17 - CBHM 6000 SS (02 EIXOS) M17 - EIXO TRAS RS - C/ PNEUS ESP (700) - CARRETA BASCULANTE HIDRÁULICA,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622761M17,622761M17 - CBHM 6000 SS (02 EIXOS) M17 LARANJA - EIXO TRAS RS - PNEUS 700 (CARRETA BASCULANTE HIDRÁULICA),214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,621135M19RT,621135M19RT - FTC 6500 (F6 CS RT/RT M17) LARANJA - ESCADA E GRADIL - PLAT. C/ BOMBA E KIT INCENDIO (CARRETA TANQUE 6500L),214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622937M17,"622937M17VM - CBHM 3500 SC RS M17 VERMELHA - BASE P/ ENSIL. - MANG. MAIORES (CARRETA BASCULANTE HIDRÁULICA 3,5T)",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH7 FO SC T MM P750(R) M21,622950M21,"622950M21 - CBH6,0 SC TANDEM M21 LARANJA - FORRAGEIRA (ABL) - MANG. MAIORES - PNEUS 750(R) (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH7 FO SS T MM M21,622820M21,"622820M21 - CBH6,0 SS TANDEM M21 LARANJA - FORRAGEIRA (ABL) - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM6000-2E SS RS/RS P750(I) M17,622944M17,622944M17 - CBHM 6000 02 EIXOS SS RS/RS M17 LARANJA - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA),214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM6000 UG SS T MM M20,622913M20,"622913M20 - CBHM 6000 SS TANDEM M20 LARANJA - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA 7,0T)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622992M17,"622992M17 - CBHM 3500 SS RS M17 LARANJA - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 3,5T)",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
"CBH3,5 UG SS RS MM M21",622949M21,"622949M21 - CBH3,5 SS RS M21 LARANJA - USO GERAL - MANG. MAIORES (CARRETA BASCULANTE HIDRÁULICA)",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622998M21,"622998M21 - CBH6,0 SS TANDEM M21 LARANJA - FORRAGEIRA (ABL) - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622948M17,"622948M17VM - CBHM 3500 SS RS M17 VERMELHA - MANG. MAIORES (CARRETA BASCULANTE HIDRÁULICA 3,5T)",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622993M20,"622993M20 - FA6 SS M20 TANDEM P/ TRANSPORTES DE CAIXAS CARROCERIA DE MADEIRA C/PNEUS 750(I)(CARRETA AGRÍCOLA 6T COM CARROCERIA DE MADEIRA 4,00X1,90)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622598M17ESP,"622598M17ESP - CBHM 6000 (02 EIXOS) SS RS/RS M17 ESP - PNEUS 700(R) (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH7 UG SS T M21,622811M21,"622811M21 - CBH6,0 SS TANDEM M21 LARANJA - USO GERAL (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH7 FO SS T M21,622398M21,"622398M21 - CBH6,0 SS TANDEM M21 LARANJA - FORRAGEIRA (ABL) (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622597M20,"622597M20 - FA6 SS M20 TANDEM P/ TRANSPORTES DE CAIXAS CARROCERIA DE MADEIRA (CARRETA AGRÍCOLA 6T COM CARROCERIA DE MADEIRA 4,00X2,10)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
,622981M21,"622981M21 - FA6 SS TANDEM M21 - CARROCERIA DE MADEIRA S4,0MD (CARRETA AGRÍCOLA 6,0T COM CARROCERIA DE MADEIRA 4,00X1,90X0,45M)",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH7 FO SS T P700(R) M21,622898M21,622898M21 - CBH7 SS TANDEM M21 LARANJA - FORRAGEIRA (ABL) - PNEUS 700(R) (CARRETA BASCULANTE HIDRAULICA 7T),214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6R FO SS T P700(R) M21,,"CBH6R FO SS T P700(R) M21 - Carreta Hidráulica 6t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH7 FO SS T 1M M21,,"CBH7 FO SS T 1M M21 - Carreta Hidráulica 7t (6m3) de Eixo Tandem - FORRAGEIRA 1M - Molas, Freios e Pneus não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH7 FO SC T MM P700(R) M21 VM,,CBH7 FO SC T MM P700(R) M21 VM - Carreta Hidráulica 7t (9m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluídas,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FTC6500 SS RS/RS BB P750(I) M22 RT,,FTC6500 SS RS/RS BB P750(I) M22 RT CO - Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - C/PNEUS - CINZA - Molas e Freios não Incluídos+,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FTC6500 SS RS/RS M22 RT,,"FTC6500 SS RS/RS M22 RT - Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - Molas, Freios e Pneus não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FTC6500 SS RS/RS PL M22 RT,,"FTC6500 SS RS/RS PL M22 RT - Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - PLAT P/ BOMBA - Molas, Freios e Pneus não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FTC6500 SS RS/RS BB P700(R) M22 RT,,FTC6500 SS RS/RS BB P700(R) M22 RT - Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - C/ PNEUS - Molas e Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
F4 SS RS/RS P P700(R) M21 RT,,F4 SS RS/RS P P700(R) M21 RT - Carreta Madeira Fixa 4t RS/RS de 2 Eixos - ALT 45 - C/ PNEUS - Molas e Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
F6 SS RS/RS P P700(R) M21 RT,,F6 SS RS/RS P P700(R) M21 RT - Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ PNEUS 700(R) - Molas e Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FTC6500 SS RS/RS BB P700(R) M22 RT AN,,FTC6500 SS RS/RS BB P700(R) M22 RT AN - Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - C/ PNEUS - AZUL - Molas e Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FTC6500 SS RS/RS P700(R) M22 RT,,FTC6500 SS RS/RS P700(R) M22 RT - Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - C/ PNEUS - Molas e Freios não Incluídos+,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6-2E FO-1M SS RS/RD M21,,"CBH6-2E FO-1M SS RS/RD M21 - Carreta Hidráulica 6t (6m3) RS/RD de 2 Eixos - FORRAGEIRA 1M - Molas, Freios e Pneus não Incluídos",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM3500 SS RS BE MM M17,,"CBHM3500 SS RS BE MM M17 VM - Carreta Hidráulica 3,5t (3,5m3) RS de 1 Eixo - USO GERAL - C BASE P/ ENSILADEIRA + MANG. MAIORES - VERMELHA - Molas, Freios e Pneus não Incluídos",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH7 FO SS T MM P750(I) M21,,CBH7 FO SS T MM P750(I) M21 - Carreta Hidráulica 7t (9m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES + PNEUS 750(I) - Molas e Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FA6F SS T M20,,"FA6F SS T M20 - Carreta Madeira Fixa 6t de Eixo Tandem – PLATAFORMA - Molas, Freios e Pneus não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FA6F SS T P750(R) M20,,FA6F SS T P750(R) M20 - Carreta Madeira Fixa 6t de Eixo Tandem - PLATAFORMA - C/ PNEUS 750(R) - Molas e Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM6000 UG SS T P750(I) M20,,CBHM6000 UG SS T P750(I) M20 - Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM6000-2E SS RS/RD P700(R) M17,,CBHM6000-2E SS RS/RD P700(R) M17 - Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos,214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
F6 CS RS/RS A45 P700(R) M22 RT,,F6 CS RS/RS A45 P700(R) M22 RT - Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - COMP. NAVAL - C/ MOLAS + PNEUS 700(R) - Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
F6 CS RS/RS A90 M21 RT,,F6 CS RS/RS A90 M21 RT - Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - Freios e Pneus não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FTC6500 CS RS/RS PL M22 AN RT,,FTC6500 CS RS/RS PL M22 AN RT - Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - PLAT. P/ BOMBA - C/ MOLAS - AZUL - Freios e Pneus não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM6000 CA SC T MM M21,,CBHM6000 CA SC T MM M21 - Carreta Hidráulica (6m3) de Eixo Tandem - CAFEEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídas,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6R FO SS T MM M21,,"CBH6R FO SS T MM M21 - Carreta Hidráulica 6t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6-2E FO SS RS/RD P750(I) M21,,CBH6-2E FO SS RS/RD P750(I) M21 - Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - C/ PNEUS 750(I) - Molas e Freios não Incluídos,214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6 FO SS T MM P750(I) M22,,CBH6 FO SS T MM P750(I) M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES + PNEUS 750(I) - Molas e Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6-2E FO SS RS/RD M21,,"CBH6-2E FO SS RS/RD M21 - Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - Molas, Freios e Pneus não Incluídos",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6R FO SS T P750(I) M21,,"CBH6R FO SS T P750(I) M21 - Carreta Hidráulica 6t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ PNEUS 750(I) - Molas e Freios não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FA6F SS T MT M22,,"FA6F SS T MT M22 - Carreta Metálica Fixa 6t de Eixo Tandem - PLATAFORMA - Molas, Pneus e Freios não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
F6B SS RS/RD M22,,"F6B SS RS/RD M22 - Carreta Madeira Fixa 6t RS/RD de 2 Eixos – PLATAFORMA - Molas, Freios e Pneus não Incluídos",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6 FO-1M SS T M22,,"CBH6 FO-1M SS T M22 - Carreta Hidráulica 6t (6m3) de Eixo Tandem – FORRAGEIRA 1M - Molas, Freios e Pneus não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
"CBH3,5 UG SS RS M21",,"CBH3,5 UG SS RS M21 - Carreta Hidráulica 3,5t (3m3) RS de 1 Eixo - USO GERAL - Molas, Freios e Pneus não Incluídos",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FA6F SS T MT P750(I) M22,,FA6F SS T MT P750(I) M22 - Carreta Metálica Fixa 6t de Eixo Tandem - PLATAFORMA - C/ PNEUS 750(I) - Molas e Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6 FO SS T MM M22,,"Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6R FO SC T P750(I) M21,,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIO + PNEUS - Molas não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHL6000 CS RS/RS P750(I) M20,,Carreta Hidráulica 5t (6m3) RS/RS de 2 Eixos - TRIBASCULANTE - C/ MOLAS + PNEUS - Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FA6F SS T P750(I) M22,,Carreta Metálica Fixa 6t de Eixo Tandem - PLATAFORMA - C/ PNEUS 750(I) - Molas e Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM5000 GR SS T MM M20 P750(I),,CBHM5000 GR SS T MM M20 P750(I) - Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ MANG MAIORES - PNEUS 750(I) - Molas e Freios não Incluídos+,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH7 FO SS T P750(R) M21,,CBH7 FO SS T P750(R) M21 - Carreta Hidráulica 7t (9m3) de Eixo Tandem - FORRAGEIRA - C/ PNEUS 750(R) - Molas e Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH7 FO SS T P750(I) M21,,CBH7 FO SS T P750(I) M21 - Carreta Hidráulica 7t (9m3) Eixo Tandem - FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM6000-2E SS RS/RS P750(R) M17,,CBHM6000-2E SS RS/RS P750(R) M17 - Carreta Hidráulica 6t (6m3) RS/RS de 2 Eixos - USO GERAL - C/ PNEUS 750(R) - Molas e Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FA6 SS T A45 M22,,"FA6 SS T A45 M22 - Carreta Madeira Fixa 6t de Eixo Tandem – ALT 45 - MAD NAVAL - Molas ,Freios e Pneus não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM3500 SS RS P750(I) M17,,"CBHM3500 SS RS P750(I) M17 - Carreta Hidráulica 5t (3,5m3) RS de 1 Eixo - USO GERAL - C/ PNEUS - Molas e Freios não Incluídos",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6 FO SS T P750(I) M22,,"CBH6 FO SS T P750(I) M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ PNEUS - Molas, Freios não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6 FO-1M SS T P750(I) M22,,"CBH6 FO-1M SS T P750(I) M22 - Carreta Hidráulica 6t (6m3) de Eixo Tandem – FORRAGEIRA 1M - C/ PNEUS - Molas, Freios e Pneus não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6 FO SS T CT MM M22,,"CBH6 FO SS T CT MM M22 - Carreta Hidráulica 6t (9m3) de Eixo Tandem - CT - FORRAGEIRA - C/ MANG. MAIORES - Molas, Freios e Pneus não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FTC6500-1E SS RD BB P750(I) M22,,"FTC6500-1E SS RD BB P750(I) M22 - Carreta Tanque (6500L) de Eixo RD - TANQUE - PLAT. C/ BOMBA - C/ PNEUS - Molas, Freios não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FA6F SS T M22,,"FA6F SS T M22 - Carreta Metálica Fixa 6t de Eixo Tandem - PLATAFORMA - Molas, Pneus e Freios não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHL6000 CS RS/RS CB P750(I) M23,,CBHL6000 CS RS/RS CB P750(I) M23 - Carreta Hidráulica 5t (6m3) RS/RS de 2 Eixos - 2 CILINDROS - C/ MOLAS + PNEUS + COMBOIO - Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM6000-2E SS RS/RS M17,,"CBHM6000-2E SS RS/RS M17 - Carreta Hidráulica 6t (6m3) RS/RS de 2 Eixos - USO GERAL - Molas, Freios e Pneus não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FA6 SS T A45 P750(I) M22,,"FA6 SS T A45 P750(I) M22 - Carreta Madeira Fixa 6t de Eixo Tandem – ALT 45 - MAD NAVAL - C/ PNEUS - Molas, Freios não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FTC6500-1E SS T PL M22,,"FTC6500 SS RS/RD PL M22 - Carreta Tanque (6500L) RS/RD de 2 Eixos - TANQUE - PLAT P/ BOMBA - VERDE - Molas, Freios e Pneus não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
FTC4300-1E ESP SS T BB P750(I) M22,,"FTC4300-1E ESP SS T BB P750(I) M22 - Carreta Tanque (4300L) de Eixo Tandem de 1 Eixo COM CHASSI P/ TANQUE 6500– TANQUE - BOMBA (MANG. 6m) - C/ PNEUS - Molas, Freios não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6 FO SS T TTUG P750(I) M22,,"Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ PNEUS + TAMPA TRAS. USO GERAL - Molas, Freios não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM3500 CC RS P750(I) M17,,"Carreta Hidráulica 5t (3,5m3) RS de 1 Eixo - USO GERAL - C/ MOLAS + FREIOS + PNEUS 750(I)",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
"CBH3,5 UG SS RS P750(I) M21",,"Carreta Hidráulica 3,5t (3m3) RS de 1 Eixo - USO GERAL - C/ PNEUS - Molas e Freios não Incluídos",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM3500 SS RS MM M17,,"Carreta Hidráulica 3,5t (3,5m3) RS de 1 Eixo - USO GERAL - C/ MANGUEIRAS MAIORES - AZUL - Molas, Freios e Pneus não Incluídos",214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBH6R FO SS RD TTUG P750(I) M21,,"Carreta Hidráulica 6t (7,5m3) RD de 1 Eixo - FORRAGEIRA - TAMPA TRAS. UG + PNEUS - VERDE - Molas, Freios não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM10000 SS T P750(I) M20,,"Carreta Hidráulica 7t (10m3) Eixo Tandem – FORRAGEIRO - C/ PNEUS - Molas, Freios não Incluídos",214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHL6000 CS RS/RS TH P750(I) M23,,Carreta Hidráulica 5t (6m3) RS/RS de 2 Eixos - TRIBASCULANTE - C/ TAMPA HIDR. LAT.- C/ MOLAS + PNEUS - Freios não Incluídos,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM5000 GR SS T MM P750(I) M20,,Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ MANG MAIORES - PNEUS 750(I) - Molas e Freios não Incluídos+,214108,4,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
CBHM10000-2E SS RS/RD 8P750(I) M17,,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixos – FORRAGEIRO - C/ 8 PNEUS 750(I) - 2 PNEUS EXTRAS - Molas e Freios não Incluídos,214108,2,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,roda
