carreta,codigo,desc,item_code,qt,item_description,tipo
CBH62E FO SS RS/RD P700(R) M21,622760M21,"622760M21 - CBH6,0 SS 02 EIXOS M21 LARANJA - FORRAGEIRA (ABL) - PNEUS 700(R) (CARRETA BASC. HIDRÁULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH62E FO SS  RS/RD M21,622315M21,"622315M21 - CBH6,0 02 EIXOS SS RS/RD M21 LARANJA - FORRAGEIRA (ABL) (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH7 FO SS RD M21,622333M21,"622333M21 - CBH6,0 SS RD M21 LARANJA - FORRRAGEIRA (ABL) (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM6000 CF SC RD M21,622578M21,622578M21 - CBHM 6000 CAFEEIRA SC RD M21 LARANJA (CARRETA BASCULANTE HIDRÁULICA),214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH5 UG SS RD P750(I) M21,622923M21,"622923M21 - CBH5,0 SS RD M21 LARANJA - USO GERAL - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH7 UG SS RD M21,619556M21,"619556M21 - CBH6,0 SS RD M21 LARANJA - USO GERAL (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH5 FO SS RD 1M M21,621610M21,"621610M21 - CBH5,0 SS RD M21 LARANJA - FORRAGEIRA ALT 1,00m (ABL) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622929M20,622929M20 - FTC 4300 (FA4 FIXA SS RD M20) LARANJA - ESCADA E GRADIL - PLATAFORMA C/ BOMBA E SUP. P/ KIT INCENDIO - PNEUS 750(I) (CARRETA TANQUE 4300L),214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622919M21,622919M21VJ - CBHM 6000 CAFEEIRA SS RD M21 VERDE - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA),214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM5000 GR SS RD BE MM M17,622848M17,"622848M17 - CBHM 5000 SS RD M17 LARANJA - BASE P/ ENSILADEIRA - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622938M17,"622938M17VM - CBHM 5000 CAFEEIRA SS RD M17 VERMELHA - MANG. MAIORES - PNEUS 700(R) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH62E FO SS RS/RD P750(I) M21,622939M21,"622939M21 - CBH6,0 02 EIXOSSS RS/RD M21 LARANJA - FORRAGEIRA (ABL) - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH5 FO SS RD 1M P750(I) M21,622940M21,"622940M21 - CBH5,0 SS RD M21 LARANJA - FORRAGEIRA ALT 1,00m (ABL) - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622906M20,622906M20 - FTC 4300 (FA4 FIXA SS RD M20) LARANJA - ESCADA E GRADIL - PLATAFORMA C/ BOMBA E SUP. P/ KIT INCENDIO - PNEUS 700(R) (CARRETA TANQUE 4300L),214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622912M17,"622912M17VM - CBHM 4500 CAFEEIRA SS RD M17 VERMELHA - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA 4,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM4500 SS RD P750 M17,622513M17,"622513M17 - CBHM 4500 CAFEEIRA SS RD M17 LARANJA - PNEUS 750 (CARRETA BASCULANTE HIDRÁULICA 4,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM6000 CF SS RD P750 M21,622562M21,622562M21 - CBHM 6000 CAFEEIRA SS RD M21 LARANJA - PNEUS 750 (CARRETA BASCULANTE HIDRÁULICA),214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622878M20,622878M20 - FTC 4300 (FA4 FIXASS RD M20) LARANJA - ESCADA E GRADIL - PLAT. P/ BOMBA - SUP. P/ KIT INCENDIO (CARRETA TANQUE 4300L),214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,614475M21,"614475M21 - CBH6,0 02 EIXOS SS RS/RD M21 - USO GERAL (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM3500 SC RD BE M17,622935M17,"622935M17VM - CBHM 3500 SC RD M17 VERMELHA - BASE P/ ENSIL. - MANG. MAIORES (CARRETA BASCULANTE HIDRÁULICA 4,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH5 FO SC RD MM M21,622823M21,"622823M21 - CBH5,0 SC RD M21 LARANJA - FORRAGEIRA (ABL) - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH7 UG SS RD P750(I) M21,622928M21,"622928M21VJ - CBH6,0 SS RD M21 VERDE - USO GERAL - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622964M21,"622964M21VJ - CBH6,0 SS RD M21 VERDE - FORRAGEIRA (ABL) - PNEUS 750(I) (CARRETA BASCULANTE HIDRAULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622933M17,"622933M17 - CBHM 5000 CAFEEIRA SS RD M17 LARANJA - MANGUEIRAS MAIORES - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622592M19,"622592M19 - F6SS M19 BAG C/PLAT 4,00x2,10 PISO DE MADEIRA (CARRETA AGRÍCOLA 6T C/CARROCERIA DE MADEIRA 4,00x2,10)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622968M21,"622968M21 - CBH5,0 SS RD M21 LARANJA - FORRAGEIRA (ABL) - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM10000 SS 2E RS/RD M17,621478M17,"621478M17 - CBHM 10000 02 EIXOS SS RS/RD M17 LARANJA (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH7 FO SS RD P750(R) M21,622355M21,"622355M21 - CBH6,0 SS RD M21 LARANJA - FORRAGEIRA (ABL) - PNEUS 750(R) (CARRETA BASCULANTE HIDRAULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM5000 GR SS RD MM P750(I) M17,622936M17,"622936M17VM - CBHM 5000 SS RD M17 VERMELHA - MANG. MAIORES - PNEUS 750(I) (CARRETA BASCULANTE HIDRAULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622966M17,"CBH6-2E FO-1M SS RS/RD P750(I) M21 (CARRETA BASCULANTE HIDRAULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM6000 CF SC RD MM P750(I) M21,622925M21,622925M21 - CBHM 6000 CAFEEIRA SC RD M21 LARANJA - MANG. MAIORES - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA),214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM5000 GR CS RD M17,614907M17,"614907M17 - CBHM 5000 M17 RD (5,0T) CS (CARRETA BASCULAMTE HIDRÁULICA)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM5000 CF SC RD MM P750(I) M17,622924M17,"622924M17 - CBHM 5000 CAFEEIRA SC RD M17 LARANJA - MANGUEIRAS MAIORES - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622962M17,"622962M17VJ - CBHM 6000 SS RD M17 VERDE - MANG. MAIORES (CARRETA BASCULANTE HIDRÁULICA 7,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622982M17,"622982M17 - CBHM 6000 SC RD M17 LARANJA - MANG. MAIORES - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 7,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM6000 CF SS RD M21,622574M21,622574M21 - CBHM 6000 CAFEEIRA SS RD M21 LARANJA (CARRETA BASCULANTE HIDRÁULICA),214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH7 FO SC RD MM M21,622837M21,"622837M21 - CBH6,0 SC RD M21 LARANJA - FORRAGEIRA (ABL) - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622988M21,622988M21VM - CBHM 6000 CAFEEIRA SS RD M21 VERMELHA - MANG. MAIORES - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA),214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622967M17,"622967M17 - CBHM 6000 (02 EIXOS) SS RS/RD M17 LARANJA - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622979M21,622979M21VM - CBHM 6000 CAFEEIRA SS RD M21 VERMELHA - PNEUS 700(R) - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA),214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622972M17,"622972M17 - CBHM 10000 (02 EIXOS) SS RS/RD M17 LARANJA - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622974M17,"622974M17 - CBHM 5000 SC RD M17 LARANJA - MANG. MAIORES - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,623008M21,"623008M21AV - CBH6,0 SS RD M21 AMARELA - FORRAGEIRA (ABL)- MANG MAIORES - PNEUS 750(I) (CARRETA BASCULANTE HIDRAULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,623006M20,623006M20VM - FTC 4300 (FA4 SS RD FIXA M20) VERMELHA - ESCADA E GRADIL + SUPORTE PARA BOMBA(CARRETA TANQUE 4300L),214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
FTC4300 SS 1E RD BB P700(R) M21,622906M21,622906M21 - FTC 4300 (FA4 FIXA SS RD M20) LARANJA - PLATAFORMA C/ BOMBA - PNEUS 700(R) (CARRETA TANQUE 4300L),214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622454,"622454 - FA4 FB SS RD C/S3,20MD CARROCERIA DE MADEIRA (CARRETA AGRICOLA 4TON COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH62E FO SS RS/RD 1M M21,621971M21,"621971M21 - CBH6,0 02 EIXOS SS RS/RD M21 LARANJA - FORRAGEIRA ALT 1,00m (ABL) (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,623018M21,"623018M21 - F6B BAG SS RS/RD M21 - CARROCERIA DE MADEIRA 4,00X2,10(CARRETA AGRÍCOLA 6,0T C/CARROCERIA DE MADEIRA 4,00x2,10)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH5 FO SS RD 1M P700(R) M21,622886M21,"622886M21 - CBH5,0 SS RD M21 LARANJA - FORRAGEIRA ALT 1,00m (ABL) - PNEUS 700(R) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,623003M21,"623003M21 - CBH5 CS RD M21 LARANJA - FORRAGEIRA (ABL) - PNEUS 700(R) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
,622592M22,"622592M22 - F6B BAG SS RS/RD M22 - CARROCERIA DE MADEIRA 4,00X2,10(CARRETA AGRÍCOLA 6,0T C/CARROCERIA DE MADEIRA 4,00x2,10)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH5 UG CS RD P750(R) M21,622778M21,"622778M21 - CBH5,0 CS RD M21 LARANJA - USO GERAL - PNEUS 750(R) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
FTC4300 SS 1E RD BB P700(R) M20,623029M20,623029M20 - FTC 4300 (FA4 FIXA SS RD M20) LARANJA - ESCADA E GRADIL - PLAT. P/ BOMBA - PNEUS 700(R) (CARRETA TANQUE 4300L),214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH5 FO SS RD M21,,"CBH5 FO SS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - Molas, Freios e Pneus não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH7 FO SC RD MM P700(R) M21,,CBH7 FO SC RD MM P700(R) M21 VM - Carreta Hidráulica 7t (9m3) RD de 1 Eixo - FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluídas,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM6000 CA SC RD MM P700(R) M21,,CBHM6000 CA SC RD MM P700(R) M21 AN - Carreta Hidráulica 5t (6m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS - AZUL - Molas não Incluídas,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
FA4 FB SS RD P M21 P750(R),,FA4 FB SS RD P M21 P750(R) - Carreta Madeira Fixa Basculante 4t RD de 1 Eixo - ALT 45 - PNEUS 750(R) - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
FTC4300 SS 1E RD BB M21,,"FTC4300 SS 1E RD BB M21 AV - Carreta Tanque (4300L) RD de 1 Eixo - TANQUE - BOMBA (MANG 6m) - AMARELA - Molas, Freios e Pneus não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM5000 GR SS RD MM M17 P700(R),,CBHM5000 GR SS RD MM M17 P700(R) VM - Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ MANG MAIORES - PNEUS 700(R) - VERMELHA - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
FA4 FB SS RD P M21 P700(R),,FA4 FB SS RD P M21 P700(R) - Carreta Madeira Fixa Basculante 4t RD de 1 Eixo - ALT 45 - PNEUS 700(R) - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH62E FO SS RS/RD M21,,"CBH62E FO SS RS/RD M21 - Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - Molas, Freios e Pneus não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
FA4 CS RD P M20,,FA4 CS RD P M20 - Carreta Madeira Fixa 4t RD de 1 Eixo - ALT 45 - C/ MOLAS - Freios e Pneus não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH6-2E FO-1M SS RS/RD M21,,"CBH6-2E FO-1M SS RS/RD M21 - Carreta Hidráulica 6t (6m3) RS/RD de 2 Eixos - FORRAGEIRA 1M - Molas, Freios e Pneus não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM8000 SS RD P700(R) M17,,CBHM8000 SS RD P700(R) M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH5 UG CS RD P700(R) M21,,CBH5 UG CS RD P700(R) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH6 UG SS RD P700(R) M22,,CBH6 UG SS RD P700(R) M22 - Carreta Hidráulica 6t (4m3) RD de 1 Eixo – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM5000 GR SS RD BE MM P700(R) M17,,CBHM5000 GR SS RD BE MM P700(R) M17 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ BASE P/ ENSILADEIRA + MANG MAIORES + PNEUS 700(R) - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH5 FO-1M SS RD MM M21,,"CBH5 FO-1M SS RD MM M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MANG MAIORES - Molas, Freios e Pneus não incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM6000 CA SS RD MM M21,,"CBHM6000 CA SS RD MM M21 - Carreta Hidráulica 5t (6m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
FTC4300-1E SS RD BB P700(R) M22,,FTC4300-1E SS RD BB P700(R) M22 - Carreta Tanque (4300L) RD de 1 Eixo - TANQUE - BOMBA - C/ PNEUS - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM5000 CA SC RD ABA MM P700(R) M17 VJ,,CBHM5000 CA SC RD ABA MM P700(R) M17 VJ - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + ABAS LATERAIS + MANG MAIORES + PNEUS - VERDE - Molas não Incluídas,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM6000 CA SC RD ABA MM P700(R) M21 VJ,,CBHM6000 CA SC RD ABA MM P700(R) M21 VJ - Carreta Hidráulica 5t (6m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + ABAS LATERAIS + MANG MAIORES + PNEUS - VERDE - Molas não Incluídas,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH6 FO SC RD M22,,CBH6 FO SC RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS - Pneus não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM5000 GR SC RD BE MM M17,,CBHM5000 GR SC RD BE MM M17 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIOS + BASE P/ ENSILADEIRA + MANG MAIORES - Molas e Pneus não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH6 FO-1M SS RD P700(R) M22,,CBH6 FO-1M SS RD P700(R) M22 - Carreta Hidráulica 6t (6m3) RD de 1 Eixo – FORRAGEIRA 1M - C/ PNEUS - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM5000 GR CC RD M17,,CBHM5000 GR CC RD M17 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ MOLAS + FREIOS - Pneus não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH6-2E FO SS RS/RD M21,,"CBH6-2E FO SS RS/RD M21 - Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - Molas, Freios e Pneus não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH8 FO SS RD/RD M13,,"CBH8 FO SS RD/RD M13 - Carreta Hidráulica 8t (13m3) RD/RD de 2 Eixos – FORRAGEIRA - Molas, Freios e Pneus não Incluídos",214105,8,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH6-2E FO SS RS/RD P700(R) M21,,CBH6-2E FO SS RS/RD P700(R) M21 - Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - C/ PNEUS 700(R) - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM10000-2E SS RS/RD P750(I) M17,,CBHM10000-2E SS RS/RD P750(I) M17 - Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
F6B SS RS/RD P750(I) M22,,F6B SS RS/RD P750(I) M22 - Carreta Madeira Fixa 6t RS/RD de 2 Eixos - PLATAFORMA - C/ PNEUS 750(I) - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM6000 UG SS RD MM M17,,"CBHM6000 UG SS RD MM M17 - Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - MANG MAIORES - Molas, Freios e Pneus não Incluídos+",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM6000 CA SC RD MM M21,,CBHM6000 CA SC RD MM M21 - Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM6000 CA SC RD MM P750(I) M21,,CBHM6000 CA SC RD MM P750(I) M21 - Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 750(I) - Molas não Incluídas,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM6000-2E SS RS/RD M17,,"CBHM6000-2E SS RS/RD M17 - Carreta Hidráulica 6t (6m3) RS/RD de 2 Eixos - USO GERAL - Molas, Freios e Pneus não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH6-2E FO SS RS/RD P750(I) M21,,CBH6-2E FO SS RS/RD P750(I) M21 - Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - C/ PNEUS 750(I) - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM4500 SS RD P750(I) M17 VJ,,"CBHM4500 SS RD P750(I) M17 VJ - Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ PNEUS 750(I) - VERDE - Molas e Freios não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH7-2E FO-1M SS RS/RD M21,,"CBH7-2E FO-1M SS RS/RD M21 - Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos - FORRAGEIRA 1M - Molas, Freios e Pneus não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM6000P-2E SS RS/RD P750(I) M17 VM,,CBHM6000P-2E SS RS/RD P750(I) M17 VM - Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS 750(I) - VERMELHA - Molas e Freios não Incluídos,214105,1,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH6 FO SS RD M22,,"CBH6 FO SS RD M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - Molas, Freios e Pneus não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH5 FO-1M SC RD MM P750(I) M21 VM,,CBH5 FO-1M SC RD MM P750(I) M21 VM - Carreta Hidráulica 5t (5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS 750(I) - VERMELHA - Molas não Incluídas,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH5 FO SC RD BE MM M21,,"CBH5 FO SC RD BE MM M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH6 FO SS RD P700(R) M22,,"CBH6 FO SS RD P700(R) M22 - Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ PNEUS - Molas, Freios não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH5 FO SS RD MM P750(I) M21,,"CBH5 FO SS RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MANG MAIORES + PNEUS 750(I) - Molas e Freios não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM6000 CA SS RD MM P750(I) M21,,CBHM6000 CA SS RD MM P750(I) M21 - Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ MANG. MAIORES + PNEUS 750(I) - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH7 FO SS RD MM M21,,"CBH7 FO SS RD MM M21 - Carreta Hidráulica 7t (9m3)RD de 1 Eixo - FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM6000-2E SS RS/RD P750(I) M17,,CBHM6000-2E SS RS/RD P750(I) M17 - Carreta Hidráulica 6t (6m3) RS/RD de 2 Eixos - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBHM5000 GR SS RD P750(I) M17,,CBHM5000 GR SS RD P750(I) M17 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - PNEUS 750(I) - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH6 UG SS RD M22,,"CBH6 UG SS RD M22 - Carreta Hidráulica 6t (4m3) RD de 1 Eixo – USO GERAL - Molas, Freios e Pneus não Incluídos",214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
FA4 SS RD A45 P750(I) M20,,FA4 SS RD A45 P750(I) M20 - Carreta Madeira Fixa 4t RD de 1 Eixo - ALT 45 - C/ PNEUS 750(I) - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
FA4 FB SS RD A45 M21 P750(I) M21,,FA4 FB SS RD A45 M21 P750(I) M21 - Carreta Madeira Fixa Basculante 4t RD de 1 Eixo - ALT 45 - PNEUS 750(I) - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH6 UG SS RD P750(I) M22,,CBH6 UG SS RD P750(I) M22 - Carreta Hidráulica 6t (4m3) RD de 1 Eixo – USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
CBH7 FO SS RD MM P750(I) M21,,CBH7 FO SS RD MM P750(I) M21 - Carreta Hidráulica 7t (9m3)RD de 1 Eixo - FORRAGEIRA - C/ MANG MAIORES + PNEUS 750(I) - Molas e Freios não Incluídos,214105,4,RODA 6 FUROS RD CBH/CBHM/FA,roda
